order_id,order_year,order_month,order_day,demand_phase,product_id,product_title,product_category,current_product_stock,client_id,price_inr,quantity_ordered
O02076,2017,9,25,pre_covid,P001,Laptop,Electronics,26,C001,60099,1
O06578,2017,9,25,pre_covid,P001,Laptop,Electronics,39,C004,60099,1
O07525,2017,9,25,pre_covid,P005,Microwave Oven,Home & Kitchen,219,C002,9834,3
O04463,2017,9,26,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,17,C013,9288,1
O03032,2017,9,27,pre_covid,P010,Men's Formal Shirts,Fashion,1708,C004,1966,2
O03652,2017,9,27,pre_covid,P010,Men's Formal Shirts,Fashion,1418,C013,1966,1
O04342,2017,9,27,pre_covid,P011,Casual Loungewear Set,Fashion,1849,C010,1311,5
O04629,2017,9,27,pre_covid,P009,Yoga Mat,Gym Equipment,1343,C020,1639,2
O04940,2017,9,27,pre_covid,P007,Treadmill,Gym Equipment,71,C002,45894,2
O06179,2017,9,28,pre_covid,P011,Casual Loungewear Set,Fashion,1051,C005,1311,5
O06694,2017,9,28,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,728,C020,1311,1
O00747,2017,9,29,pre_covid,P011,Casual Loungewear Set,Fashion,3237,C016,1311,2
O05379,2017,9,29,pre_covid,P004,Air Purifier,Home & Kitchen,118,C011,13112,1
O07612,2017,9,29,pre_covid,P015,Drawing Tablet (EdTech),Stationery & EdTech,80,C003,8195,1
O04203,2017,9,30,pre_covid,P001,Laptop,Electronics,72,C004,60099,2
O06937,2017,9,30,pre_covid,P015,Drawing Tablet (EdTech),Stationery & EdTech,120,C001,8195,4
O07051,2017,9,30,pre_covid,P012,Festive Sarees,Fashion,683,C002,6556,3
O01394,2017,10,2,pre_covid,P003,Smartphone,Electronics,133,C008,24039,6
O05999,2017,10,3,pre_covid,P014,Packaged Grocery Staples,Groceries & Hygiene,1985,C019,874,6
O02490,2017,10,4,pre_covid,P003,Smartphone,Electronics,314,C011,24039,8
O04730,2017,10,4,pre_covid,P014,Packaged Grocery Staples,Groceries & Hygiene,2516,C010,874,3
O07466,2017,10,5,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,932,C007,3824,6
O01592,2017,10,6,pre_covid,P014,Packaged Grocery Staples,Groceries & Hygiene,2964,C006,874,6
O02438,2017,10,6,pre_covid,P003,Smartphone,Electronics,331,C014,24039,3
O03721,2017,10,6,pre_covid,P007,Treadmill,Gym Equipment,48,C015,45894,3
O05847,2017,10,6,pre_covid,P014,Packaged Grocery Staples,Groceries & Hygiene,2054,C009,874,5
O02312,2017,10,7,pre_covid,P012,Festive Sarees,Fashion,615,C009,6556,17
O05461,2017,10,7,pre_covid,P012,Festive Sarees,Fashion,291,C013,6556,7
O00666,2017,10,8,pre_covid,P003,Smartphone,Electronics,261,C020,24039,6
O02506,2017,10,8,pre_covid,P007,Treadmill,Gym Equipment,76,C001,45894,2
O00506,2017,10,9,pre_covid,P003,Smartphone,Electronics,320,C016,24039,8
O00949,2017,10,9,pre_covid,P001,Laptop,Electronics,42,C012,60099,8
O00420,2017,10,10,pre_covid,P012,Festive Sarees,Fashion,1706,C001,6556,17
O01073,2017,10,10,pre_covid,P004,Air Purifier,Home & Kitchen,47,C008,13112,3
O03009,2017,10,12,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,113,C010,3824,5
O05746,2017,10,12,pre_covid,P002,Webcam & Headset Combo,Electronics,434,C014,4917,14
O01356,2017,10,13,pre_covid,P012,Festive Sarees,Fashion,1214,C001,6556,7
O05001,2017,10,13,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,884,C018,3824,4
O05115,2017,10,13,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,492,C020,1311,1
O01773,2017,10,15,pre_covid,P014,Packaged Grocery Staples,Groceries & Hygiene,2816,C010,874,1
O05429,2017,10,15,pre_covid,P010,Men's Formal Shirts,Fashion,477,C015,1966,17
O07641,2017,10,15,pre_covid,P007,Treadmill,Gym Equipment,80,C013,45894,3
O00523,2017,10,16,pre_covid,P010,Men's Formal Shirts,Fashion,3058,C007,1966,9
O01743,2017,10,16,pre_covid,P002,Webcam & Headset Combo,Electronics,288,C017,4917,18
O03924,2017,10,16,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,97,C016,9288,4
O04366,2017,10,16,pre_covid,P002,Webcam & Headset Combo,Electronics,548,C014,4917,19
O04792,2017,10,16,pre_covid,P010,Men's Formal Shirts,Fashion,881,C002,1966,14
O06426,2017,10,16,pre_covid,P002,Webcam & Headset Combo,Electronics,361,C014,4917,13
O07477,2017,10,16,pre_covid,P002,Webcam & Headset Combo,Electronics,89,C005,4917,13
O00752,2017,10,17,pre_covid,P012,Festive Sarees,Fashion,1478,C007,6556,9
O02469,2017,10,17,pre_covid,P012,Festive Sarees,Fashion,508,C005,6556,12
O01473,2017,10,18,pre_covid,P002,Webcam & Headset Combo,Electronics,569,C005,4917,9
O06503,2017,10,18,pre_covid,P015,Drawing Tablet (EdTech),Stationery & EdTech,92,C015,8195,3
O06590,2017,10,18,pre_covid,P011,Casual Loungewear Set,Fashion,920,C018,1311,6
O07132,2017,10,18,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,46,C015,3824,4
O07329,2017,10,18,pre_covid,P005,Microwave Oven,Home & Kitchen,300,C001,9834,5
O07644,2017,10,18,pre_covid,P007,Treadmill,Gym Equipment,77,C006,45894,2
O01924,2017,10,19,pre_covid,P012,Festive Sarees,Fashion,856,C001,6556,19
O02484,2017,10,19,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,140,C016,9288,3
O05443,2017,10,19,pre_covid,P012,Festive Sarees,Fashion,330,C019,6556,6
O02571,2017,10,20,pre_covid,P012,Festive Sarees,Fashion,474,C013,6556,15
O00786,2017,10,21,pre_covid,P014,Packaged Grocery Staples,Groceries & Hygiene,2919,C007,874,4
O00058,2017,10,22,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,1120,C017,1311,1
O07357,2017,10,22,pre_covid,P003,Smartphone,Electronics,336,C009,24039,7
O02325,2017,10,23,pre_covid,P007,Treadmill,Gym Equipment,52,C013,45894,2
O02402,2017,10,23,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,1317,C019,1311,4
O05731,2017,10,23,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,45,C004,9288,5
O01800,2017,10,24,pre_covid,P005,Microwave Oven,Home & Kitchen,93,C019,9834,1
O03880,2017,10,24,pre_covid,P015,Drawing Tablet (EdTech),Stationery & EdTech,191,C018,8195,4
O05713,2017,10,24,pre_covid,P010,Men's Formal Shirts,Fashion,337,C003,1966,6
O05761,2017,10,24,pre_covid,P010,Men's Formal Shirts,Fashion,305,C002,1966,6
O00007,2017,10,25,pre_covid,P001,Laptop,Electronics,139,C009,60099,2
O00624,2017,10,25,pre_covid,P003,Smartphone,Electronics,285,C003,24039,8
O06207,2017,10,25,pre_covid,P004,Air Purifier,Home & Kitchen,247,C020,13112,3
O04286,2017,10,26,pre_covid,P003,Smartphone,Electronics,302,C006,24039,3
O05269,2017,10,26,pre_covid,P001,Laptop,Electronics,147,C010,60099,5
O03703,2017,10,27,pre_covid,P004,Air Purifier,Home & Kitchen,250,C010,13112,2
O00279,2017,10,28,pre_covid,P001,Laptop,Electronics,141,C015,60099,8
O04791,2017,10,28,pre_covid,P001,Laptop,Electronics,135,C014,60099,4
O04147,2017,10,29,pre_covid,P015,Drawing Tablet (EdTech),Stationery & EdTech,187,C005,8195,4
O06013,2017,10,29,pre_covid,P004,Air Purifier,Home & Kitchen,285,C007,13112,5
O02429,2017,10,30,pre_covid,P009,Yoga Mat,Gym Equipment,99,C016,1639,4
O07731,2017,10,30,pre_covid,P012,Festive Sarees,Fashion,219,C009,6556,12
O03657,2017,10,31,pre_covid,P001,Laptop,Electronics,150,C013,60099,2
O05883,2017,10,31,pre_covid,P003,Smartphone,Electronics,334,C018,24039,3
O07362,2017,10,31,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,200,C010,9288,6
O00851,2017,11,1,pre_covid,P009,Yoga Mat,Gym Equipment,1701,C016,1639,1
O02413,2017,11,1,pre_covid,P012,Festive Sarees,Fashion,579,C011,6556,16
O01068,2017,11,2,pre_covid,P002,Webcam & Headset Combo,Electronics,386,C005,4917,10
O05276,2017,11,2,pre_covid,P007,Treadmill,Gym Equipment,49,C004,45894,1
O01822,2017,11,3,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,145,C008,9288,1
O06626,2017,11,4,pre_covid,P012,Festive Sarees,Fashion,910,C018,6556,5
O02489,2017,11,5,pre_covid,P002,Webcam & Headset Combo,Electronics,542,C012,4917,16
O04350,2017,11,5,pre_covid,P002,Webcam & Headset Combo,Electronics,59,C019,4917,12
O04553,2017,11,5,pre_covid,P001,Laptop,Electronics,88,C003,60099,7
O05321,2017,11,5,pre_covid,P003,Smartphone,Electronics,73,C007,24039,7
O05767,2017,11,5,pre_covid,P004,Air Purifier,Home & Kitchen,27,C019,13112,1
O06444,2017,11,5,pre_covid,P003,Smartphone,Electronics,187,C001,24039,3
O07778,2017,11,5,pre_covid,P014,Packaged Grocery Staples,Groceries & Hygiene,1070,C014,874,4
O01698,2017,11,6,pre_covid,P012,Festive Sarees,Fashion,1016,C003,6556,8
O04847,2017,11,6,pre_covid,P005,Microwave Oven,Home & Kitchen,57,C001,9834,1
O01090,2017,11,7,pre_covid,P012,Festive Sarees,Fashion,1358,C012,6556,15
O01782,2017,11,7,pre_covid,P003,Smartphone,Electronics,46,C017,24039,5
O05354,2017,11,7,pre_covid,P003,Smartphone,Electronics,52,C008,24039,4
O06734,2017,11,7,pre_covid,P001,Laptop,Electronics,148,C006,60099,6
O02964,2017,11,9,pre_covid,P009,Yoga Mat,Gym Equipment,1272,C004,1639,1
O05958,2017,11,9,pre_covid,P001,Laptop,Electronics,131,C012,60099,4
O07882,2017,11,9,pre_covid,P005,Microwave Oven,Home & Kitchen,228,C011,9834,4
O02492,2017,11,10,pre_covid,P012,Festive Sarees,Fashion,495,C019,6556,9
O04327,2017,11,10,pre_covid,P010,Men's Formal Shirts,Fashion,1110,C001,1966,8
O04499,2017,11,10,pre_covid,P003,Smartphone,Electronics,266,C003,24039,8
O07210,2017,11,10,pre_covid,P009,Yoga Mat,Gym Equipment,378,C019,1639,4
O07916,2017,11,10,pre_covid,P010,Men's Formal Shirts,Fashion,787,C011,1966,20
O03146,2017,11,11,pre_covid,P012,Festive Sarees,Fashion,73,C008,6556,15
O06604,2017,11,11,pre_covid,P009,Yoga Mat,Gym Equipment,974,C006,1639,5
O00442,2017,11,12,pre_covid,P003,Smartphone,Electronics,337,C002,24039,7
O03563,2017,11,12,pre_covid,P012,Festive Sarees,Fashion,1223,C012,6556,16
O00826,2017,11,13,pre_covid,P003,Smartphone,Electronics,237,C012,24039,8
O04766,2017,11,13,pre_covid,P010,Men's Formal Shirts,Fashion,909,C017,1966,13
O05554,2017,11,13,pre_covid,P002,Webcam & Headset Combo,Electronics,535,C018,4917,18
O06425,2017,11,13,pre_covid,P003,Smartphone,Electronics,200,C014,24039,7
O06994,2017,11,13,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,531,C008,1311,4
O02366,2017,11,14,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,1340,C014,1311,5
O02868,2017,11,14,pre_covid,P002,Webcam & Headset Combo,Electronics,287,C007,4917,17
O00773,2017,11,15,pre_covid,P002,Webcam & Headset Combo,Electronics,578,C015,4917,5
O00831,2017,11,15,pre_covid,P003,Smartphone,Electronics,226,C003,24039,3
O03645,2017,11,15,pre_covid,P015,Drawing Tablet (EdTech),Stationery & EdTech,255,C007,8195,3
O05766,2017,11,15,pre_covid,P010,Men's Formal Shirts,Fashion,292,C002,1966,14
O00551,2017,11,16,pre_covid,P005,Microwave Oven,Home & Kitchen,300,C014,9834,4
O01981,2017,11,16,pre_covid,P009,Yoga Mat,Gym Equipment,531,C016,1639,5
O03370,2017,11,16,pre_covid,P014,Packaged Grocery Staples,Groceries & Hygiene,2563,C010,874,4
O06873,2017,11,16,pre_covid,P003,Smartphone,Electronics,89,C014,24039,7
O01071,2017,11,17,pre_covid,P012,Festive Sarees,Fashion,1376,C009,6556,7
O01576,2017,11,17,pre_covid,P001,Laptop,Electronics,78,C019,60099,2
O05730,2017,11,17,pre_covid,P009,Yoga Mat,Gym Equipment,295,C006,1639,4
O06767,2017,11,17,pre_covid,P015,Drawing Tablet (EdTech),Stationery & EdTech,157,C012,8195,3
O04593,2017,11,18,pre_covid,P002,Webcam & Headset Combo,Electronics,393,C004,4917,13
O05459,2017,11,18,pre_covid,P010,Men's Formal Shirts,Fashion,448,C001,1966,17
O01504,2017,11,19,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,88,C010,9288,2
O05661,2017,11,19,pre_covid,P010,Men's Formal Shirts,Fashion,372,C001,1966,19
O03262,2017,11,21,pre_covid,P003,Smartphone,Electronics,143,C018,24039,7
O05798,2017,11,21,pre_covid,P003,Smartphone,Electronics,349,C002,24039,2
O03309,2017,11,22,pre_covid,P003,Smartphone,Electronics,136,C002,24039,4
O07378,2017,11,22,pre_covid,P012,Festive Sarees,Fashion,454,C015,6556,13
O03336,2017,11,23,pre_covid,P002,Webcam & Headset Combo,Electronics,396,C017,4917,7
O01899,2017,11,24,pre_covid,P011,Casual Loungewear Set,Fashion,3152,C013,1311,4
O02624,2017,11,24,pre_covid,P012,Festive Sarees,Fashion,440,C007,6556,7
O03023,2017,11,24,pre_covid,P012,Festive Sarees,Fashion,177,C008,6556,14
O03212,2017,11,24,pre_covid,P010,Men's Formal Shirts,Fashion,1633,C020,1966,15
O04181,2017,11,24,pre_covid,P011,Casual Loungewear Set,Fashion,1967,C004,1311,1
O06638,2017,11,25,pre_covid,P003,Smartphone,Electronics,152,C008,24039,5
O01941,2017,11,26,pre_covid,P012,Festive Sarees,Fashion,837,C009,6556,10
O03353,2017,11,26,pre_covid,P002,Webcam & Headset Combo,Electronics,351,C006,4917,5
O02008,2017,11,27,pre_covid,P004,Air Purifier,Home & Kitchen,86,C012,13112,4
O02412,2017,11,27,pre_covid,P001,Laptop,Electronics,60,C011,60099,7
O05016,2017,11,27,pre_covid,P002,Webcam & Headset Combo,Electronics,54,C002,4917,7
O06478,2017,11,27,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,957,C011,1311,5
O07208,2017,11,27,pre_covid,P012,Festive Sarees,Fashion,637,C011,6556,8
O01093,2017,11,28,pre_covid,P014,Packaged Grocery Staples,Groceries & Hygiene,2858,C013,874,3
O06045,2017,11,28,pre_covid,P002,Webcam & Headset Combo,Electronics,74,C004,4917,16
O04195,2017,11,29,pre_covid,P003,Smartphone,Electronics,329,C019,24039,6
O04749,2017,11,29,pre_covid,P004,Air Purifier,Home & Kitchen,222,C015,13112,3
O05126,2017,11,29,pre_covid,P003,Smartphone,Electronics,115,C005,24039,4
O05585,2017,11,29,pre_covid,P012,Festive Sarees,Fashion,239,C015,6556,15
O04747,2017,11,30,pre_covid,P015,Drawing Tablet (EdTech),Stationery & EdTech,250,C015,8195,5
O00637,2017,12,1,pre_covid,P003,Smartphone,Electronics,272,C004,24039,5
O01406,2017,12,1,pre_covid,P004,Air Purifier,Home & Kitchen,278,C010,13112,6
O06392,2017,12,2,pre_covid,P007,Treadmill,Gym Equipment,28,C016,45894,1
O04037,2017,12,3,pre_covid,P011,Casual Loungewear Set,Fashion,2017,C008,1311,5
O06570,2017,12,4,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,730,C011,3824,1
O01416,2017,12,5,pre_covid,P003,Smartphone,Electronics,127,C001,24039,4
O04528,2017,12,5,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,856,C005,1311,3
O07839,2017,12,5,pre_covid,P003,Smartphone,Electronics,261,C016,24039,3
O00615,2017,12,6,pre_covid,P012,Festive Sarees,Fashion,1584,C017,6556,20
O01979,2017,12,6,pre_covid,P005,Microwave Oven,Home & Kitchen,29,C007,9834,3
O04461,2017,12,6,pre_covid,P004,Air Purifier,Home & Kitchen,37,C002,13112,6
O00554,2017,12,7,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,23,C017,9288,5
O06805,2017,12,7,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,200,C013,9288,1
O02321,2017,12,8,pre_covid,P005,Microwave Oven,Home & Kitchen,56,C016,9834,1
O02554,2017,12,8,pre_covid,P001,Laptop,Electronics,146,C004,60099,8
O06072,2017,12,8,pre_covid,P003,Smartphone,Electronics,296,C015,24039,6
O04588,2017,12,10,pre_covid,P011,Casual Loungewear Set,Fashion,1800,C017,1311,4
O05200,2017,12,10,pre_covid,P012,Festive Sarees,Fashion,486,C016,6556,20
O06675,2017,12,10,pre_covid,P011,Casual Loungewear Set,Fashion,887,C008,1311,2
O00403,2017,12,11,pre_covid,P007,Treadmill,Gym Equipment,45,C001,45894,1
O04601,2017,12,11,pre_covid,P012,Festive Sarees,Fashion,877,C005,6556,5
O04611,2017,12,11,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,807,C015,1311,1
O04868,2017,12,11,pre_covid,P010,Men's Formal Shirts,Fashion,849,C003,1966,5
O05424,2017,12,11,pre_covid,P012,Festive Sarees,Fashion,365,C006,6556,20
O06538,2017,12,11,pre_covid,P010,Men's Formal Shirts,Fashion,1655,C020,1966,9
O06245,2017,12,12,pre_covid,P003,Smartphone,Electronics,251,C010,24039,6
O03249,2017,12,13,pre_covid,P005,Microwave Oven,Home & Kitchen,154,C010,9834,1
O05957,2017,12,13,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,1132,C006,3824,6
O01341,2017,12,14,pre_covid,P011,Casual Loungewear Set,Fashion,2843,C011,1311,3
O05848,2017,12,14,pre_covid,P010,Men's Formal Shirts,Fashion,207,C001,1966,15
O03862,2017,12,15,pre_covid,P010,Men's Formal Shirts,Fashion,1331,C005,1966,16
O07773,2017,12,15,pre_covid,P007,Treadmill,Gym Equipment,56,C003,45894,2
O05218,2017,12,16,pre_covid,P003,Smartphone,Electronics,95,C017,24039,6
O07907,2017,12,16,pre_covid,P014,Packaged Grocery Staples,Groceries & Hygiene,964,C018,874,2
O01525,2017,12,17,pre_covid,P001,Laptop,Electronics,104,C001,60099,4
O01636,2017,12,17,pre_covid,P003,Smartphone,Electronics,81,C020,24039,8
O04728,2017,12,17,pre_covid,P011,Casual Loungewear Set,Fashion,1697,C006,1311,2
O05078,2017,12,17,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,156,C002,9288,5
O05580,2017,12,17,pre_covid,P010,Men's Formal Shirts,Fashion,409,C011,1966,11
O07159,2017,12,17,pre_covid,P003,Smartphone,Electronics,17,C012,24039,8
O03500,2017,12,18,pre_covid,P002,Webcam & Headset Combo,Electronics,180,C015,4917,9
O03808,2017,12,18,pre_covid,P001,Laptop,Electronics,58,C006,60099,6
O07499,2017,12,18,pre_covid,P002,Webcam & Headset Combo,Electronics,72,C004,4917,8
O01033,2017,12,19,pre_covid,P012,Festive Sarees,Fashion,1398,C019,6556,11
O03671,2017,12,19,pre_covid,P012,Festive Sarees,Fashion,1325,C010,6556,8
O03761,2017,12,19,pre_covid,P001,Laptop,Electronics,84,C014,60099,4
O05560,2017,12,19,pre_covid,P009,Yoga Mat,Gym Equipment,542,C008,1639,5
O00973,2017,12,20,pre_covid,P010,Men's Formal Shirts,Fashion,2776,C009,1966,9
O01893,2017,12,20,pre_covid,P012,Festive Sarees,Fashion,865,C017,6556,9
O00593,2017,12,21,pre_covid,P005,Microwave Oven,Home & Kitchen,225,C017,9834,6
O04979,2017,12,21,pre_covid,P010,Men's Formal Shirts,Fashion,747,C001,1966,9
O05444,2017,12,21,pre_covid,P001,Laptop,Electronics,54,C003,60099,4
O06300,2017,12,21,pre_covid,P010,Men's Formal Shirts,Fashion,1854,C010,1966,10
O07643,2017,12,21,pre_covid,P003,Smartphone,Electronics,287,C011,24039,8
O00859,2017,12,22,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,95,C003,9288,3
O05011,2017,12,22,pre_covid,P011,Casual Loungewear Set,Fashion,1534,C013,1311,5
O07174,2017,12,23,pre_covid,P003,Smartphone,Electronics,389,C004,24039,2
O02194,2017,12,24,pre_covid,P003,Smartphone,Electronics,388,C017,24039,3
O04309,2017,12,25,pre_covid,P012,Festive Sarees,Fashion,972,C006,6556,6
O05167,2017,12,25,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,708,C006,3824,2
O02673,2017,12,26,pre_covid,P015,Drawing Tablet (EdTech),Stationery & EdTech,150,C018,8195,4
O07977,2017,12,26,pre_covid,P011,Casual Loungewear Set,Fashion,210,C020,1311,4
O00833,2017,12,27,pre_covid,P012,Festive Sarees,Fashion,1451,C001,6556,11
O02948,2017,12,29,pre_covid,P015,Drawing Tablet (EdTech),Stationery & EdTech,269,C001,8195,3
O05669,2017,12,29,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,56,C012,9288,5
O07979,2017,12,30,pre_covid,P009,Yoga Mat,Gym Equipment,899,C015,1639,4
O00028,2017,12,31,pre_covid,P012,Festive Sarees,Fashion,1668,C006,6556,9
O02261,2017,12,31,pre_covid,P009,Yoga Mat,Gym Equipment,179,C009,1639,5
O03078,2017,12,31,pre_covid,P002,Webcam & Headset Combo,Electronics,579,C007,4917,12
O01438,2018,1,1,pre_covid,P009,Yoga Mat,Gym Equipment,1116,C004,1688,8
O03626,2018,1,1,pre_covid,P007,Treadmill,Gym Equipment,9,C015,47271,2
O00728,2018,1,2,pre_covid,P009,Yoga Mat,Gym Equipment,1956,C001,1688,12
O06996,2018,1,3,pre_covid,P010,Men's Formal Shirts,Fashion,1343,C012,2025,6
O07570,2018,1,3,pre_covid,P009,Yoga Mat,Gym Equipment,1496,C005,1688,12
O00642,2018,1,4,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,197,C013,9566,5
O05497,2018,1,4,pre_covid,P005,Microwave Oven,Home & Kitchen,135,C017,10129,1
O00478,2018,1,5,pre_covid,P007,Treadmill,Gym Equipment,24,C008,47271,7
O00863,2018,1,5,pre_covid,P009,Yoga Mat,Gym Equipment,1700,C015,1688,11
O06559,2018,1,5,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,743,C013,3939,13
O07958,2018,1,5,pre_covid,P007,Treadmill,Gym Equipment,18,C005,47271,6
O01423,2018,1,6,pre_covid,P003,Smartphone,Electronics,123,C013,24761,5
O07168,2018,1,6,pre_covid,P009,Yoga Mat,Gym Equipment,420,C001,1688,12
O00412,2018,1,7,pre_covid,P005,Microwave Oven,Home & Kitchen,113,C020,10129,2
O01581,2018,1,7,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,63,C015,9566,6
O03145,2018,1,7,pre_covid,P012,Festive Sarees,Fashion,78,C013,6753,5
O07598,2018,1,7,pre_covid,P015,Drawing Tablet (EdTech),Stationery & EdTech,98,C007,8441,1
O01754,2018,1,8,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,200,C012,9566,5
O04485,2018,1,8,pre_covid,P015,Drawing Tablet (EdTech),Stationery & EdTech,226,C010,8441,3
O01056,2018,1,9,pre_covid,P002,Webcam & Headset Combo,Electronics,389,C009,5064,3
O00194,2018,1,10,pre_covid,P015,Drawing Tablet (EdTech),Stationery & EdTech,124,C011,8441,2
O00682,2018,1,10,pre_covid,P010,Men's Formal Shirts,Fashion,2986,C005,2025,6
O03683,2018,1,10,pre_covid,P003,Smartphone,Electronics,56,C011,24761,8
O04133,2018,1,10,pre_covid,P003,Smartphone,Electronics,352,C001,24761,4
O03822,2018,1,11,pre_covid,P011,Casual Loungewear Set,Fashion,2162,C007,1350,6
O05452,2018,1,11,pre_covid,P002,Webcam & Headset Combo,Electronics,89,C007,5064,1
O00155,2018,1,12,pre_covid,P007,Treadmill,Gym Equipment,42,C015,47271,3
O00518,2018,1,12,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,888,C002,3939,20
O01910,2018,1,12,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,102,C008,9566,1
O03221,2018,1,12,pre_covid,P009,Yoga Mat,Gym Equipment,1035,C002,1688,15
O03768,2018,1,12,pre_covid,P007,Treadmill,Gym Equipment,27,C008,47271,2
O04015,2018,1,12,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,434,C016,3939,12
O00755,2018,1,13,pre_covid,P004,Air Purifier,Home & Kitchen,71,C004,13506,1
O01492,2018,1,13,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,114,C003,3939,16
O02763,2018,1,13,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,195,C019,9566,3
O03138,2018,1,13,pre_covid,P009,Yoga Mat,Gym Equipment,1122,C003,1688,18
O03519,2018,1,13,pre_covid,P013,Hand Sanitizer (Bulk Pack),Groceries & Hygiene,1978,C015,1350,5
O04371,2018,1,13,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,57,C003,9566,1
O06133,2018,1,13,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,21,C009,9566,4
O07238,2018,1,13,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,1097,C009,3939,8
O00004,2018,1,14,pre_covid,P007,Treadmill,Gym Equipment,66,C014,47271,6
O01563,2018,1,14,pre_covid,P009,Yoga Mat,Gym Equipment,1008,C012,1688,6
O04452,2018,1,14,pre_covid,P011,Casual Loungewear Set,Fashion,1819,C016,1350,4
O07631,2018,1,14,pre_covid,P012,Festive Sarees,Fashion,282,C015,6753,6
O05389,2018,1,15,pre_covid,P001,Laptop,Electronics,89,C015,61902,2
O00182,2018,1,16,pre_covid,P007,Treadmill,Gym Equipment,30,C002,47271,6
O04226,2018,1,16,pre_covid,P010,Men's Formal Shirts,Fashion,1150,C001,2025,3
O06839,2018,1,16,pre_covid,P007,Treadmill,Gym Equipment,36,C007,47271,8
O03819,2018,1,17,pre_covid,P003,Smartphone,Electronics,19,C016,24761,4
O04562,2018,1,17,pre_covid,P011,Casual Loungewear Set,Fashion,1812,C005,1350,2
O04961,2018,1,17,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,961,C018,3939,15
O06581,2018,1,18,pre_covid,P002,Webcam & Headset Combo,Electronics,298,C013,5064,3
O01965,2018,1,19,pre_covid,P006,Office Chair (Ergonomic),Home & Kitchen,99,C017,9566,3
O06041,2018,1,19,pre_covid,P011,Casual Loungewear Set,Fashion,1066,C011,1350,2
O06149,2018,1,19,pre_covid,P007,Treadmill,Gym Equipment,17,C015,47271,5
O00491,2018,1,20,pre_covid,P012,Festive Sarees,Fashion,1642,C003,6753,2
O07360,2018,1,20,pre_covid,P002,Webcam & Headset Combo,Electronics,229,C017,5064,4
O00767,2018,1,21,pre_covid,P007,Treadmill,Gym Equipment,21,C001,47271,4
O07528,2018,1,21,pre_covid,P007,Treadmill,Gym Equipment,41,C001,47271,2
O07923,2018,1,21,pre_covid,P012,Festive Sarees,Fashion,136,C002,6753,6
O04552,2018,1,22,pre_covid,P009,Yoga Mat,Gym Equipment,1428,C010,1688,6
O00311,2018,1,23,pre_covid,P008,Resistance Bands & Dumbbell Set,Gym Equipment,998,C014,3939,18
O06132,2018,1,23,pre_covid,P012,Festive Sarees,Fashion,1253,C013,6753,6
O07880,2018,1,23,pre_covid,P004,Air Purifier,Home & Kitchen,181,C020,13506,2
O04317,2018,1,24,pre_covid,P009,Yoga Mat,Gym Equipment,208,C019,1688,13
