order_id,order_year,order_month,order_day,product_id,product_title,product_category,current_product_stock,client_id,price_inr,quantity_ordered
O0247,2021,12,26,P003,Bluetooth Speakers,Electronics,386,C010,10081,30
O1246,2021,12,26,P003,Bluetooth Speakers,Electronics,202,C009,10081,13
O4243,2021,12,26,P004,Men's Winter Jacket,Fashion,1910,C003,3714,17
O4012,2021,12,28,P014,Pens & Markers Set,Stationery & School Products,292,C003,318,1
O4627,2021,12,28,P014,Pens & Markers Set,Stationery & School Products,144,C003,318,1
O0886,2021,12,29,P008,Dumbbell Set,Gym Products,1037,C001,2971,4
O3103,2021,12,29,P001,iPhone 15,Electronics,105,C003,95402,6
O1531,2021,12,30,P003,Bluetooth Speakers,Electronics,425,C008,10081,28
O5596,2021,12,30,P009,Yoga Mats,Gym Products,2473,C011,1591,4
O3828,2021,12,31,P005,Summer Cotton T-Shirts,Fashion,2275,C012,1591,1
O5527,2021,12,31,P003,Bluetooth Speakers,Electronics,75,C009,10081,30
O2165,2022,1,1,P008,Dumbbell Set,Gym Products,358,C012,3030,14
O1793,2022,1,3,P004,Men's Winter Jacket,Fashion,1794,C011,3788,3
O3375,2022,1,3,P008,Dumbbell Set,Gym Products,638,C001,3030,11
O1926,2022,1,4,P012,Tea & Coffee Packs,Groceries & Beverages,966,C011,432,30
O1343,2022,1,5,P012,Tea & Coffee Packs,Groceries & Beverages,459,C003,432,18
O3870,2022,1,5,P003,Bluetooth Speakers,Electronics,399,C012,10283,1
O4652,2022,1,5,P013,Notebooks (Bundle),Stationery & School Products,648,C005,649,5
O4736,2022,1,5,P012,Tea & Coffee Packs,Groceries & Beverages,408,C012,432,23
O5197,2022,1,5,P002,Smart Watch,Electronics,45,C010,16236,27
O0289,2022,1,6,P004,Men's Winter Jacket,Fashion,2968,C001,3788,1
O3864,2022,1,6,P007,Treadmill,Gym Products,48,C002,45462,5
O4857,2022,1,7,P012,Tea & Coffee Packs,Groceries & Beverages,284,C008,432,30
O5640,2022,1,7,P008,Dumbbell Set,Gym Products,456,C008,3030,30
O2318,2022,1,8,P015,School Backpacks,Stationery & School Products,215,C003,865,3
O2134,2022,1,9,P003,Bluetooth Speakers,Electronics,339,C007,10283,5
O4324,2022,1,9,P007,Treadmill,Gym Products,36,C002,45462,9
O4810,2022,1,9,P012,Tea & Coffee Packs,Groceries & Beverages,318,C007,432,30
O0305,2022,1,10,P007,Treadmill,Gym Products,21,C003,45462,9
O0880,2022,1,10,P002,Smart Watch,Electronics,470,C012,16236,23
O3616,2022,1,12,P009,Yoga Mats,Gym Products,3776,C004,1623,19
O0439,2022,1,13,P007,Treadmill,Gym Products,41,C010,45462,4
O1005,2022,1,13,P014,Pens & Markers Set,Stationery & School Products,304,C007,324,4
O1047,2022,1,13,P009,Yoga Mats,Gym Products,4804,C009,1623,29
O3002,2022,1,13,P011,Packaged Snacks,Groceries & Beverages,960,C002,541,2
O4354,2022,1,14,P008,Dumbbell Set,Gym Products,191,C005,3030,27
O4002,2022,1,15,P002,Smart Watch,Electronics,322,C010,16236,25
O4224,2022,1,15,P002,Smart Watch,Electronics,178,C004,16236,24
O4212,2022,1,16,P009,Yoga Mats,Gym Products,3312,C001,1623,23
O4570,2022,1,16,P011,Packaged Snacks,Groceries & Beverages,1168,C002,541,1
O5245,2022,1,16,P015,School Backpacks,Stationery & School Products,173,C003,865,2
O0461,2022,1,17,P007,Treadmill,Gym Products,37,C008,45462,5
O4361,2022,1,17,P012,Tea & Coffee Packs,Groceries & Beverages,836,C009,432,13
O4495,2022,1,18,P007,Treadmill,Gym Products,48,C010,45462,6
O5515,2022,1,18,P008,Dumbbell Set,Gym Products,551,C011,3030,10
O3944,2022,1,19,P007,Treadmill,Gym Products,18,C009,45462,8
O5144,2022,1,19,P009,Yoga Mats,Gym Products,2846,C003,1623,13
O2138,2022,1,20,P008,Dumbbell Set,Gym Products,370,C006,3030,10
O2334,2022,1,20,P014,Pens & Markers Set,Stationery & School Products,408,C012,324,2
O2842,2022,1,20,P002,Smart Watch,Electronics,96,C003,16236,27
O5261,2022,1,20,P009,Yoga Mats,Gym Products,2708,C011,1623,15
O0148,2022,1,21,P008,Dumbbell Set,Gym Products,1214,C010,3030,28
O4485,2022,1,21,P011,Packaged Snacks,Groceries & Beverages,94,C005,541,2
O4529,2022,1,21,P003,Bluetooth Speakers,Electronics,458,C005,10283,4
O1439,2022,1,22,P009,Yoga Mats,Gym Products,4568,C001,1623,30
O2396,2022,1,22,P008,Dumbbell Set,Gym Products,223,C008,3030,16
O3809,2022,1,22,P009,Yoga Mats,Gym Products,3681,C011,1623,29
O4492,2022,1,22,P014,Pens & Markers Set,Stationery & School Products,303,C004,324,5
O4990,2022,1,22,P012,Tea & Coffee Packs,Groceries & Beverages,118,C006,432,22
O5514,2022,1,22,P008,Dumbbell Set,Gym Products,562,C009,3030,11
O0526,2022,1,23,P008,Dumbbell Set,Gym Products,914,C008,3030,19
O2778,2022,1,23,P015,School Backpacks,Stationery & School Products,263,C009,865,5
O2858,2022,1,23,P008,Dumbbell Set,Gym Products,968,C009,3030,17
O0438,2022,1,24,P012,Tea & Coffee Packs,Groceries & Beverages,1206,C003,432,16
O1844,2022,1,25,P015,School Backpacks,Stationery & School Products,135,C008,865,5
O3355,2022,1,25,P015,School Backpacks,Stationery & School Products,349,C010,865,4
O0947,2022,1,26,P011,Packaged Snacks,Groceries & Beverages,2071,C004,541,1
O2805,2022,1,26,P009,Yoga Mats,Gym Products,4289,C011,1623,20
O5044,2022,1,26,P012,Tea & Coffee Packs,Groceries & Beverages,59,C011,432,27
O4840,2022,1,27,P011,Packaged Snacks,Groceries & Beverages,1031,C011,541,3
O5380,2022,1,27,P007,Treadmill,Gym Products,22,C004,45462,3
O5906,2022,1,27,P007,Treadmill,Gym Products,50,C007,45462,4
O1952,2022,1,28,P012,Tea & Coffee Packs,Groceries & Beverages,902,C008,432,29
O3210,2022,1,29,P006,Festive Sarees,Fashion,1199,C002,6494,1
O4920,2022,1,29,P006,Festive Sarees,Fashion,1287,C009,6494,4
O1988,2022,1,30,P014,Pens & Markers Set,Stationery & School Products,221,C006,324,4
O2597,2022,1,30,P011,Packaged Snacks,Groceries & Beverages,1270,C003,541,1
O3261,2022,1,30,P007,Treadmill,Gym Products,37,C002,45462,6
O4725,2022,1,30,P007,Treadmill,Gym Products,49,C012,45462,8
O5398,2022,1,30,P013,Notebooks (Bundle),Stationery & School Products,142,C008,649,5
O0278,2022,1,31,P012,Tea & Coffee Packs,Groceries & Beverages,1320,C012,432,22
O3918,2022,2,1,P012,Tea & Coffee Packs,Groceries & Beverages,261,C012,432,26
O3957,2022,2,1,P002,Smart Watch,Electronics,351,C001,16236,1
O4813,2022,2,1,P006,Festive Sarees,Fashion,1424,C010,6494,25
O0718,2022,2,2,P001,iPhone 15,Electronics,206,C008,97310,2
O3730,2022,2,2,P012,Tea & Coffee Packs,Groceries & Beverages,463,C011,432,29
O4746,2022,2,2,P012,Tea & Coffee Packs,Groceries & Beverages,356,C002,432,12
O2995,2022,2,3,P009,Yoga Mats,Gym Products,4208,C004,1623,3
O3064,2022,2,3,P007,Treadmill,Gym Products,21,C008,45462,2
O0855,2022,2,4,P005,Summer Cotton T-Shirts,Fashion,5196,C011,1623,4
O2733,2022,2,4,P012,Tea & Coffee Packs,Groceries & Beverages,459,C007,432,10
O5446,2022,2,4,P012,Tea & Coffee Packs,Groceries & Beverages,750,C012,432,22
O1955,2022,2,7,P011,Packaged Snacks,Groceries & Beverages,1473,C001,541,1
O2786,2022,2,7,P006,Festive Sarees,Fashion,1759,C003,6494,12
O4006,2022,2,7,P005,Summer Cotton T-Shirts,Fashion,2103,C005,1623,2
O0045,2022,2,8,P007,Treadmill,Gym Products,43,C006,45462,1
O5495,2022,2,8,P004,Men's Winter Jacket,Fashion,1119,C008,3788,4
O0565,2022,2,9,P010,Soft Drink Cases,Groceries & Beverages,1660,C006,2381,2
O1264,2022,2,9,P006,Festive Sarees,Fashion,771,C008,6494,14
O0131,2022,2,10,P006,Festive Sarees,Fashion,2267,C006,6494,13
O1118,2022,2,10,P004,Men's Winter Jacket,Fashion,2385,C004,3788,5
O3939,2022,2,10,P014,Pens & Markers Set,Stationery & School Products,325,C009,324,3
O4709,2022,2,10,P009,Yoga Mats,Gym Products,3008,C001,1623,1
O5755,2022,2,10,P002,Smart Watch,Electronics,166,C001,16236,1
O0293,2022,2,12,P010,Soft Drink Cases,Groceries & Beverages,1947,C003,2381,3
O5975,2022,2,12,P002,Smart Watch,Electronics,41,C011,16236,5
O4231,2022,2,13,P013,Notebooks (Bundle),Stationery & School Products,908,C007,649,3
O5861,2022,2,13,P001,iPhone 15,Electronics,19,C009,97310,1
O0689,2022,2,14,P004,Men's Winter Jacket,Fashion,2669,C005,3788,2
O2812,2022,2,14,P006,Festive Sarees,Fashion,1705,C003,6494,15
O4716,2022,2,14,P013,Notebooks (Bundle),Stationery & School Products,589,C002,649,1
O5908,2022,2,15,P006,Festive Sarees,Fashion,119,C007,6494,13
O5921,2022,2,15,P010,Soft Drink Cases,Groceries & Beverages,437,C002,2381,5
O0425,2022,2,16,P006,Festive Sarees,Fashion,1884,C011,6494,12
O0716,2022,2,16,P003,Bluetooth Speakers,Electronics,101,C002,10283,1
O3463,2022,2,17,P015,School Backpacks,Stationery & School Products,244,C005,865,5
O3770,2022,2,17,P011,Packaged Snacks,Groceries & Beverages,526,C007,541,4
O3302,2022,2,18,P004,Men's Winter Jacket,Fashion,756,C003,3788,2
O3321,2022,2,19,P003,Bluetooth Speakers,Electronics,303,C007,10283,1
O3787,2022,2,19,P001,iPhone 15,Electronics,160,C004,97310,2
O4944,2022,2,19,P005,Summer Cotton T-Shirts,Fashion,1066,C006,1623,1
O1020,2022,2,20,P012,Tea & Coffee Packs,Groceries & Beverages,829,C001,432,12
O3980,2022,2,20,P003,Bluetooth Speakers,Electronics,336,C008,10283,1
O1360,2022,2,21,P006,Festive Sarees,Fashion,640,C011,6494,25
O1803,2022,2,21,P010,Soft Drink Cases,Groceries & Beverages,1129,C009,2381,3
O2112,2022,2,21,P002,Smart Watch,Electronics,220,C007,16236,2
O1155,2022,2,22,P005,Summer Cotton T-Shirts,Fashion,4831,C002,1623,3
O2955,2022,2,22,P002,Smart Watch,Electronics,476,C003,16236,3
O3066,2022,2,22,P013,Notebooks (Bundle),Stationery & School Products,460,C002,649,2
O3683,2022,2,22,P001,iPhone 15,Electronics,181,C010,97310,2
O0186,2022,2,23,P011,Packaged Snacks,Groceries & Beverages,2381,C008,541,4
O2015,2022,2,23,P006,Festive Sarees,Fashion,147,C010,6494,26
O2645,2022,2,23,P005,Summer Cotton T-Shirts,Fashion,3168,C005,1623,2
O5624,2022,2,23,P013,Notebooks (Bundle),Stationery & School Products,1118,C001,649,5
O0917,2022,2,24,P006,Festive Sarees,Fashion,1253,C012,6494,10
O3813,2022,2,24,P009,Yoga Mats,Gym Products,3652,C009,1623,1
O1095,2022,2,25,P011,Packaged Snacks,Groceries & Beverages,1923,C003,541,4
O4494,2022,2,25,P013,Notebooks (Bundle),Stationery & School Products,758,C009,649,5
O4657,2022,2,25,P003,Bluetooth Speakers,Electronics,333,C002,10283,2
O0564,2022,2,26,P006,Festive Sarees,Fashion,1729,C003,6494,10
O1655,2022,2,28,P006,Festive Sarees,Fashion,391,C012,6494,25
O2215,2022,2,28,P007,Treadmill,Gym Products,11,C005,45462,2
O3528,2022,2,28,P011,Packaged Snacks,Groceries & Beverages,676,C007,541,5
O3767,2022,2,28,P005,Summer Cotton T-Shirts,Fashion,2339,C005,1623,3
O4563,2022,2,28,P012,Tea & Coffee Packs,Groceries & Beverages,582,C008,432,13
O4812,2022,2,28,P004,Men's Winter Jacket,Fashion,1619,C001,3788,5
O1927,2022,3,1,P008,Dumbbell Set,Gym Products,415,C011,3030,4
O4470,2022,3,1,P008,Dumbbell Set,Gym Products,137,C002,3030,4
O1665,2022,3,2,P002,Smart Watch,Electronics,375,C002,16236,4
O3060,2022,3,2,P005,Summer Cotton T-Shirts,Fashion,2923,C006,1623,20
O3462,2022,3,2,P005,Summer Cotton T-Shirts,Fashion,2642,C001,1623,20
O4905,2022,3,2,P002,Smart Watch,Electronics,262,C001,16236,1
O1081,2022,3,3,P009,Yoga Mats,Gym Products,4747,C011,1623,5
O4023,2022,3,3,P003,Bluetooth Speakers,Electronics,331,C008,10283,4
O5048,2022,3,3,P002,Smart Watch,Electronics,133,C001,16236,3
O1504,2022,3,4,P013,Notebooks (Bundle),Stationery & School Products,552,C002,649,4
O1640,2022,3,4,P005,Summer Cotton T-Shirts,Fashion,4233,C012,1623,16
O4824,2022,3,5,P006,Festive Sarees,Fashion,1363,C011,6494,18
O4404,2022,3,6,P004,Men's Winter Jacket,Fashion,1848,C006,3788,4
O1092,2022,3,7,P015,School Backpacks,Stationery & School Products,278,C001,865,4
O4017,2022,3,7,P006,Festive Sarees,Fashion,158,C005,6494,10
O4282,2022,3,7,P007,Treadmill,Gym Products,50,C002,45462,2
O0199,2022,3,9,P005,Summer Cotton T-Shirts,Fashion,4619,C012,1623,22
O1251,2022,3,9,P011,Packaged Snacks,Groceries & Beverages,1839,C006,541,1
O1634,2022,3,9,P006,Festive Sarees,Fashion,401,C002,6494,10
O1944,2022,3,10,P002,Smart Watch,Electronics,300,C007,16236,3
O3203,2022,3,11,P010,Soft Drink Cases,Groceries & Beverages,1219,C010,2381,5
O4154,2022,3,13,P015,School Backpacks,Stationery & School Products,225,C001,865,4
O5994,2022,3,13,P003,Bluetooth Speakers,Electronics,317,C006,10283,4
O0692,2022,3,15,P006,Festive Sarees,Fashion,1526,C010,6494,21
O4955,2022,3,15,P010,Soft Drink Cases,Groceries & Beverages,1269,C012,2381,2
O0660,2022,3,16,P007,Treadmill,Gym Products,50,C004,45462,1
O4401,2022,3,17,P007,Treadmill,Gym Products,21,C010,45462,1
O2811,2022,3,18,P006,Festive Sarees,Fashion,1717,C010,6494,12
O5330,2022,3,19,P011,Packaged Snacks,Groceries & Beverages,786,C002,541,3
O0686,2022,3,21,P006,Festive Sarees,Fashion,1557,C010,6494,18
O0359,2022,3,22,P007,Treadmill,Gym Products,5,C002,45462,2
O1774,2022,3,22,P009,Yoga Mats,Gym Products,4285,C002,1623,1
O3637,2022,3,22,P005,Summer Cotton T-Shirts,Fashion,2499,C004,1623,16
O3991,2022,3,22,P005,Summer Cotton T-Shirts,Fashion,2128,C006,1623,24
O5558,2022,3,22,P006,Festive Sarees,Fashion,574,C005,6494,22
O3028,2022,3,23,P006,Festive Sarees,Fashion,1524,C001,6494,23
O3114,2022,3,23,P008,Dumbbell Set,Gym Products,801,C010,3030,1
O3577,2022,3,23,P006,Festive Sarees,Fashion,676,C012,6494,15
O4683,2022,3,23,P010,Soft Drink Cases,Groceries & Beverages,104,C001,2381,4
O4991,2022,3,23,P007,Treadmill,Gym Products,46,C012,45462,2
O1730,2022,3,24,P013,Notebooks (Bundle),Stationery & School Products,362,C008,649,4
O5743,2022,3,24,P006,Festive Sarees,Fashion,299,C012,6494,27
O0420,2022,3,25,P005,Summer Cotton T-Shirts,Fashion,5017,C010,1623,28
O0665,2022,3,25,P002,Smart Watch,Electronics,192,C012,16236,4
O0684,2022,3,25,P004,Men's Winter Jacket,Fashion,2678,C010,3788,4
O1130,2022,3,26,P006,Festive Sarees,Fashion,1020,C007,6494,23
O3363,2022,3,26,P009,Yoga Mats,Gym Products,3999,C011,1623,1
O3497,2022,3,26,P004,Men's Winter Jacket,Fashion,691,C010,3788,4
O0706,2022,3,27,P006,Festive Sarees,Fashion,1505,C004,6494,27
O4750,2022,3,27,P011,Packaged Snacks,Groceries & Beverages,1076,C011,541,5
O4939,2022,3,27,P003,Bluetooth Speakers,Electronics,46,C001,10283,3
O5031,2022,3,27,P012,Tea & Coffee Packs,Groceries & Beverages,64,C007,432,5
O1292,2022,3,28,P004,Men's Winter Jacket,Fashion,2315,C011,3788,5
O2129,2022,3,30,P002,Smart Watch,Electronics,215,C010,16236,4
O2648,2022,3,30,P014,Pens & Markers Set,Stationery & School Products,126,C011,324,5
O0517,2022,3,31,P013,Notebooks (Bundle),Stationery & School Products,1135,C002,649,3
O0936,2022,3,31,P011,Packaged Snacks,Groceries & Beverages,2073,C010,541,2
O1468,2022,4,1,P014,Pens & Markers Set,Stationery & School Products,25,C001,324,18
O1248,2022,4,2,P015,School Backpacks,Stationery & School Products,183,C010,865,25
O3450,2022,4,2,P015,School Backpacks,Stationery & School Products,284,C001,865,24
O5219,2022,4,2,P015,School Backpacks,Stationery & School Products,215,C011,865,25
O3603,2022,4,3,P011,Packaged Snacks,Groceries & Beverages,590,C004,541,3
O4181,2022,4,3,P014,Pens & Markers Set,Stationery & School Products,152,C002,324,14
O2752,2022,4,4,P014,Pens & Markers Set,Stationery & School Products,88,C009,324,15
O4075,2022,4,4,P005,Summer Cotton T-Shirts,Fashion,2021,C010,1623,16
O5677,2022,4,5,P004,Men's Winter Jacket,Fashion,975,C012,3788,5
O4307,2022,4,6,P008,Dumbbell Set,Gym Products,192,C008,3030,1
O2322,2022,4,7,P015,School Backpacks,Stationery & School Products,212,C012,865,22
O0721,2022,4,8,P002,Smart Watch,Electronics,112,C011,16236,1
O1204,2022,4,8,P010,Soft Drink Cases,Groceries & Beverages,1448,C007,2381,28
O2851,2022,4,8,P005,Summer Cotton T-Shirts,Fashion,3123,C007,1623,20
O4734,2022,4,8,P009,Yoga Mats,Gym Products,3003,C012,1623,1
O0009,2022,4,9,P005,Summer Cotton T-Shirts,Fashion,2932,C003,1623,10
O4965,2022,4,9,P014,Pens & Markers Set,Stationery & School Products,488,C012,324,22
O5874,2022,4,10,P005,Summer Cotton T-Shirts,Fashion,2511,C004,1623,24
O1015,2022,4,11,P013,Notebooks (Bundle),Stationery & School Products,810,C010,649,25
O1962,2022,4,11,P010,Soft Drink Cases,Groceries & Beverages,979,C009,2381,22
O2294,2022,4,11,P004,Men's Winter Jacket,Fashion,1438,C009,3788,3
O2838,2022,4,11,P015,School Backpacks,Stationery & School Products,251,C007,865,26
O3279,2022,4,11,P005,Summer Cotton T-Shirts,Fashion,2713,C009,1623,10
O3287,2022,4,11,P011,Packaged Snacks,Groceries & Beverages,752,C011,541,4
O3672,2022,4,12,P014,Pens & Markers Set,Stationery & School Products,39,C002,324,26
O5402,2022,4,12,P013,Notebooks (Bundle),Stationery & School Products,133,C011,649,25
O2618,2022,4,13,P015,School Backpacks,Stationery & School Products,327,C007,865,12
O0932,2022,4,14,P013,Notebooks (Bundle),Stationery & School Products,913,C005,649,28
O2133,2022,4,14,P015,School Backpacks,Stationery & School Products,320,C003,865,11
O0427,2022,4,15,P013,Notebooks (Bundle),Stationery & School Products,1202,C003,649,30
O1623,2022,4,15,P012,Tea & Coffee Packs,Groceries & Beverages,176,C012,432,3
O2125,2022,4,15,P015,School Backpacks,Stationery & School Products,352,C004,865,27
O3125,2022,4,15,P014,Pens & Markers Set,Stationery & School Products,267,C009,324,18
O4471,2022,4,15,P012,Tea & Coffee Packs,Groceries & Beverages,716,C009,432,4
O0240,2022,4,16,P009,Yoga Mats,Gym Products,4864,C012,1623,2
O1676,2022,4,16,P001,iPhone 15,Electronics,176,C003,97310,2
O2856,2022,4,16,P014,Pens & Markers Set,Stationery & School Products,500,C005,324,25
O3159,2022,4,16,P001,iPhone 15,Electronics,88,C005,97310,2
O4822,2022,4,16,P011,Packaged Snacks,Groceries & Beverages,1032,C006,541,1
O5970,2022,4,16,P013,Notebooks (Bundle),Stationery & School Products,914,C009,649,24
O2848,2022,4,17,P014,Pens & Markers Set,Stationery & School Products,23,C007,324,10
O2937,2022,4,17,P013,Notebooks (Bundle),Stationery & School Products,540,C006,649,29
O3200,2022,4,17,P014,Pens & Markers Set,Stationery & School Products,174,C001,324,13
O1993,2022,4,19,P005,Summer Cotton T-Shirts,Fashion,3968,C011,1623,13
O5503,2022,4,19,P014,Pens & Markers Set,Stationery & School Products,95,C010,324,11
O0615,2022,4,20,P015,School Backpacks,Stationery & School Products,304,C001,865,27
O4605,2022,4,20,P013,Notebooks (Bundle),Stationery & School Products,694,C008,649,21
O5661,2022,4,20,P009,Yoga Mats,Gym Products,2362,C008,1623,3
O1837,2022,4,21,P015,School Backpacks,Stationery & School Products,145,C006,865,10
O1072,2022,4,22,P015,School Backpacks,Stationery & School Products,350,C008,865,13
O4021,2022,4,22,P013,Notebooks (Bundle),Stationery & School Products,1066,C005,649,13
O4084,2022,4,22,P003,Bluetooth Speakers,Electronics,310,C010,10283,1
O4696,2022,4,22,P009,Yoga Mats,Gym Products,3013,C003,1623,4
O0269,2022,4,23,P005,Summer Cotton T-Shirts,Fashion,4555,C005,1623,12
O2045,2022,4,23,P010,Soft Drink Cases,Groceries & Beverages,824,C005,2381,13
O2603,2022,4,23,P014,Pens & Markers Set,Stationery & School Products,178,C008,324,25
O2706,2022,4,23,P006,Festive Sarees,Fashion,1821,C009,6494,2
O3162,2022,4,23,P013,Notebooks (Bundle),Stationery & School Products,425,C003,649,27
O5708,2022,4,23,P015,School Backpacks,Stationery & School Products,274,C012,865,24
O1758,2022,4,24,P005,Summer Cotton T-Shirts,Fashion,4143,C010,1623,13
O3437,2022,4,24,P007,Treadmill,Gym Products,32,C009,45462,2
O0795,2022,4,25,P015,School Backpacks,Stationery & School Products,144,C002,865,19
O2364,2022,4,25,P005,Summer Cotton T-Shirts,Fashion,3522,C010,1623,17
O2874,2022,4,25,P010,Soft Drink Cases,Groceries & Beverages,98,C012,2381,25
O2950,2022,4,25,P014,Pens & Markers Set,Stationery & School Products,428,C007,324,14
O5134,2022,4,25,P005,Summer Cotton T-Shirts,Fashion,838,C006,1623,17
O3985,2022,4,26,P008,Dumbbell Set,Gym Products,325,C011,3030,5
O3039,2022,4,28,P009,Yoga Mats,Gym Products,4178,C012,1623,2
O4120,2022,4,28,P013,Notebooks (Bundle),Stationery & School Products,958,C009,649,11
O5592,2022,4,28,P010,Soft Drink Cases,Groceries & Beverages,655,C008,2381,10
O0412,2022,4,29,P013,Notebooks (Bundle),Stationery & School Products,1226,C009,649,24
O3117,2022,4,29,P014,Pens & Markers Set,Stationery & School Products,285,C008,324,18
O0371,2022,4,30,P014,Pens & Markers Set,Stationery & School Products,413,C012,324,23
O4820,2022,4,30,P010,Soft Drink Cases,Groceries & Beverages,1448,C004,2381,20
O2329,2022,5,2,P007,Treadmill,Gym Products,50,C009,45462,1
O2178,2022,5,3,P015,School Backpacks,Stationery & School Products,303,C005,865,12
O3548,2022,5,3,P013,Notebooks (Bundle),Stationery & School Products,204,C006,649,20
O3984,2022,5,3,P010,Soft Drink Cases,Groceries & Beverages,678,C002,2381,11
O0663,2022,5,4,P004,Men's Winter Jacket,Fashion,2726,C002,3788,1
O5693,2022,5,5,P003,Bluetooth Speakers,Electronics,492,C005,10283,28
O5718,2022,5,5,P011,Packaged Snacks,Groceries & Beverages,610,C010,541,1
O0915,2022,5,6,P013,Notebooks (Bundle),Stationery & School Products,937,C004,649,19
O5790,2022,5,6,P007,Treadmill,Gym Products,47,C007,45462,2
O4718,2022,5,7,P015,School Backpacks,Stationery & School Products,200,C001,865,23
O1948,2022,5,8,P012,Tea & Coffee Packs,Groceries & Beverages,905,C011,432,3
O4647,2022,5,8,P001,iPhone 15,Electronics,19,C012,97310,1
O4673,2022,5,8,P002,Smart Watch,Electronics,384,C002,16236,4
O5323,2022,5,9,P013,Notebooks (Bundle),Stationery & School Products,229,C010,649,24
O0160,2022,5,10,P013,Notebooks (Bundle),Stationery & School Products,1356,C011,649,20
O3333,2022,5,10,P015,School Backpacks,Stationery & School Products,376,C006,865,12
O1700,2022,5,11,P005,Summer Cotton T-Shirts,Fashion,4197,C001,1623,28
O3458,2022,5,11,P007,Treadmill,Gym Products,27,C011,45462,2
O3904,2022,5,11,P010,Soft Drink Cases,Groceries & Beverages,714,C007,2381,15
O4160,2022,5,11,P014,Pens & Markers Set,Stationery & School Products,181,C007,324,11
O4245,2022,5,12,P015,School Backpacks,Stationery & School Products,137,C003,865,26
O4580,2022,5,12,P015,School Backpacks,Stationery & School Products,357,C004,865,20
O1247,2022,5,13,P008,Dumbbell Set,Gym Products,867,C012,3030,2
O3329,2022,5,13,P007,Treadmill,Gym Products,4,C008,45462,2
O5720,2022,5,13,P005,Summer Cotton T-Shirts,Fashion,2703,C001,1623,15
O1770,2022,5,14,P015,School Backpacks,Stationery & School Products,206,C007,865,18
O1153,2022,5,15,P010,Soft Drink Cases,Groceries & Beverages,1548,C002,2381,20
O2094,2022,5,15,P013,Notebooks (Bundle),Stationery & School Products,114,C001,649,14
O4623,2022,5,15,P003,Bluetooth Speakers,Electronics,371,C009,10283,15
O3478,2022,5,16,P003,Bluetooth Speakers,Electronics,144,C001,10283,22
O4562,2022,5,16,P001,iPhone 15,Electronics,30,C003,97310,1
O0099,2022,5,17,P007,Treadmill,Gym Products,41,C001,45462,1
O2141,2022,5,17,P014,Pens & Markers Set,Stationery & School Products,108,C009,324,19
O3820,2022,5,17,P012,Tea & Coffee Packs,Groceries & Beverages,381,C005,432,3
O1746,2022,5,18,P013,Notebooks (Bundle),Stationery & School Products,346,C006,649,21
O2991,2022,5,18,P004,Men's Winter Jacket,Fashion,960,C011,3788,1
O3804,2022,5,18,P014,Pens & Markers Set,Stationery & School Products,440,C003,324,24
O0994,2022,5,19,P013,Notebooks (Bundle),Stationery & School Products,843,C012,649,24
O2388,2022,5,19,P015,School Backpacks,Stationery & School Products,165,C001,865,25
O3503,2022,5,19,P015,School Backpacks,Stationery & School Products,239,C011,865,28
O5642,2022,5,19,P011,Packaged Snacks,Groceries & Beverages,630,C005,541,2
O2961,2022,5,20,P014,Pens & Markers Set,Stationery & School Products,414,C008,324,10
O4942,2022,5,20,P005,Summer Cotton T-Shirts,Fashion,1086,C007,1623,20
O4975,2022,5,20,P008,Dumbbell Set,Gym Products,820,C007,3030,1
O5153,2022,5,20,P005,Summer Cotton T-Shirts,Fashion,821,C003,1623,15
O0550,2022,5,21,P011,Packaged Snacks,Groceries & Beverages,2315,C012,541,1
O4514,2022,5,21,P007,Treadmill,Gym Products,42,C010,45462,1
O5836,2022,5,23,P006,Festive Sarees,Fashion,191,C009,6494,5
O0016,2022,5,24,P015,School Backpacks,Stationery & School Products,408,C002,865,24
O3516,2022,5,24,P014,Pens & Markers Set,Stationery & School Products,78,C006,324,26
O5561,2022,5,24,P010,Soft Drink Cases,Groceries & Beverages,757,C012,2381,27
O0617,2022,5,25,P001,iPhone 15,Electronics,221,C009,97310,2
O2221,2022,5,25,P013,Notebooks (Bundle),Stationery & School Products,1144,C005,649,20
O2781,2022,5,25,P013,Notebooks (Bundle),Stationery & School Products,751,C009,649,10
O3798,2022,5,25,P013,Notebooks (Bundle),Stationery & School Products,1151,C005,649,28
O0127,2022,5,26,P013,Notebooks (Bundle),Stationery & School Products,1397,C010,649,17
O3167,2022,5,26,P007,Treadmill,Gym Products,13,C004,45462,1
O0539,2022,5,27,P011,Packaged Snacks,Groceries & Beverages,2346,C001,541,2
O4100,2022,5,27,P010,Soft Drink Cases,Groceries & Beverages,547,C005,2381,16
O4821,2022,5,27,P005,Summer Cotton T-Shirts,Fashion,1188,C009,1623,19
O1170,2022,5,28,P014,Pens & Markers Set,Stationery & School Products,226,C006,324,10
O2470,2022,5,28,P008,Dumbbell Set,Gym Products,200,C002,3030,1
O4043,2022,5,28,P015,School Backpacks,Stationery & School Products,282,C003,865,13
O4541,2022,5,28,P013,Notebooks (Bundle),Stationery & School Products,714,C004,649,19
O5966,2022,5,28,P005,Summer Cotton T-Shirts,Fashion,2329,C005,1623,19
O0965,2022,5,29,P015,School Backpacks,Stationery & School Products,81,C004,865,25
